Price	Adj Close	Close	High	Low	Open	Volume
Ticker	META	META	META	META	META	META
Date						
2024-02-20	468.4775390625	471.75	476.17999267578125	466.55999755859375	469.7200012207031	18015500
2024-02-21	465.2764587402344	468.0299987792969	469.0	461.7900085449219	466.5	12921800
2024-02-22	483.26995849609375	486.1300048828125	489.989990234375	476.05999755859375	480.239990234375	21625800
2024-02-23	481.182373046875	484.0299987792969	494.3599853515625	482.3500061035156	488.04998779296875	18374300
2024-02-26	478.90582275390625	481.739990234375	486.1400146484375	480.6000061035156	483.4700012207031	12101400
2024-02-27	484.1845397949219	487.04998779296875	487.2699890136719	479.9200134277344	479.9800109863281	10809600
2024-02-28	481.1723937988281	484.0199890136719	491.04998779296875	482.75	485.0	12715500
2024-02-29	487.2464599609375	490.1300048828125	491.70001220703125	482.6099853515625	488.44000244140625	17732000
2024-03-01	499.3448791503906	502.29998779296875	504.25	491.8500061035156	492.1099853515625	16273600
2024-03-04	495.25909423828125	498.19000244140625	504.4200134277344	496.4200134277344	503.0	12324100
2024-03-05	487.3359680175781	490.2200012207031	495.5799865722656	487.8900146484375	495.0	15325300
2024-03-06	493.17138671875	496.0899963378906	502.9700012207031	494.2900085449219	497.6300048828125	11757900
2024-03-07	509.17669677734375	512.1900024414062	519.8499755859375	501.3800048828125	503.2799987792969	18586400
2024-03-08	502.9734191894531	505.95001220703125	523.5700073242188	499.3500061035156	514.1900024414062	18597100
2024-03-11	480.744873046875	483.5899963378906	497.32000732421875	476.0	497.010009765625	20428300
2024-03-12	496.80987548828125	499.75	502.30999755859375	484.7300109863281	493.260009765625	15448200
2024-03-13	492.65447998046875	495.57000732421875	500.9800109863281	491.0299987792969	495.3900146484375	12090700
2024-03-14	488.93646240234375	491.8299865722656	501.3500061035156	488.1600036621094	500.260009765625	12620000
2024-03-15	481.251953125	484.1000061035156	491.8299865722656	481.29998779296875	489.010009765625	29153600
2024-03-18	494.0561828613281	496.9800109863281	497.4200134277344	486.80999755859375	491.9100036621094	11755300
2024-03-19	493.3205261230469	496.239990234375	496.6300048828125	481.2799987792969	488.1700134277344	10903100
2024-03-20	502.5459289550781	505.5199890136719	508.20001220703125	495.1700134277344	499.5	11711100
2024-03-21	504.7727355957031	507.760009765625	515.0399780273438	506.010009765625	514.7100219726562	9712500
2024-03-22	506.58203125	509.5799865722656	509.9700012207031	504.3399963378906	507.0	8120600
2024-03-25	500.0605773925781	503.0199890136719	507.2200012207031	500.239990234375	505.7900085449219	8380600
2024-03-26	492.9725341796875	495.8900146484375	510.0	495.2099914550781	505.1300048828125	11205400
2024-03-27	490.9544982910156	493.8599853515625	499.8900146484375	488.07000732421875	499.29998779296875	9989700
2024-03-28	482.72320556640625	485.5799865722656	492.8900146484375	485.1499938964844	492.8399963378906	15212800
2024-04-01	488.459228515625	491.3500061035156	497.42999267578125	481.7799987792969	487.20001220703125	9247000
2024-04-02	494.44384765625	497.3699951171875	497.5299987792969	484.6499938964844	485.1000061035156	11081000
2024-04-03	503.75872802734375	506.739990234375	507.239990234375	498.75	498.92999267578125	12099200
2024-04-04	507.9142150878906	510.9200134277344	530.0	510.5799865722656	516.4199829101562	26476300
2024-04-05	524.237548828125	527.3400268554688	530.7000122070312	514.4099731445312	516.8599853515625	19263300
2024-04-08	516.1951293945312	519.25	531.489990234375	518.8900146484375	529.280029296875	13260600
2024-04-09	513.8590698242188	516.9000244140625	525.8699951171875	506.739990234375	522.22998046875	10863800
2024-04-10	516.771728515625	519.8300170898438	522.5599975585938	505.79998779296875	509.2900085449219	11418500
2024-04-11	520.0820922851562	523.1599731445312	523.8599853515625	517.2899780273438	521.1099853515625	10369500
2024-04-12	508.88836669921875	511.8999938964844	520.1900024414062	509.3299865722656	517.75	11984500
2024-04-15	497.2870788574219	500.2300109863281	518.530029296875	497.2799987792969	516.719970703125	13512900
2024-04-16	496.8197937011719	499.760009765625	504.7699890136719	497.1099853515625	498.1099853515625	9847900
2024-04-17	491.2626953125	494.1700134277344	503.1600036621094	487.1400146484375	503.1000061035156	12193700
2024-04-18	498.8477783203125	501.79998779296875	512.2100219726562	499.0400085449219	499.82000732421875	14808700
2024-04-19	478.23980712890625	481.07000732421875	502.79998779296875	475.7300109863281	502.79998779296875	25215400
2024-04-22	478.8958740234375	481.7300109863281	492.010009765625	473.3999938964844	489.7200012207031	17271100
2024-04-23	493.18133544921875	496.1000061035156	498.760009765625	488.9700012207031	491.25	15079200
2024-04-24	490.5966491699219	493.5	510.0	484.5799865722656	508.05999755859375	37772700
2024-04-25	438.78326416015625	441.3800048828125	445.7699890136719	414.5	421.3999938964844	82890700
2024-04-26	440.68206787109375	443.2900085449219	446.44000244140625	431.9599914550781	441.4599914550781	32691400
2024-04-29	430.07476806640625	432.6199951171875	439.760009765625	428.55999755859375	439.55999755859375	21502600
2024-04-30	427.63922119140625	430.1700134277344	439.6199951171875	429.7200012207031	431.04998779296875	18429500
2024-05-01	436.6061706542969	439.19000244140625	449.9599914550781	427.1099853515625	428.6000061035156	20344900
2024-05-02	439.0815124511719	441.67999267578125	443.9599914550781	432.2799987792969	438.8399963378906	15221300
2024-05-03	449.301025390625	451.9599914550781	454.1700134277344	443.8500061035156	445.92999267578125	16489100
2024-05-06	462.9402770996094	465.67999267578125	466.1600036621094	453.3399963378906	455.5799865722656	15094600
2024-05-07	465.4852600097656	468.239990234375	471.5299987792969	461.30999755859375	466.2900085449219	13406800
2024-05-08	469.819580078125	472.6000061035156	475.5799865722656	463.0	463.5	11683900
2024-05-09	472.62298583984375	475.4200134277344	476.0799865722656	467.6300048828125	470.0	9437700
2024-05-10	473.3984069824219	476.20001220703125	477.5	469.6000061035156	477.0899963378906	10750000
2024-05-13	465.25665283203125	468.010009765625	473.3500061035156	462.8500061035156	472.75	14668800
2024-05-14	469.073974609375	471.8500061035156	472.5400085449219	460.0799865722656	463.3699951171875	10478600
2024-05-15	478.7070007324219	481.5400085449219	482.5	471.20001220703125	474.9800109863281	13100500
2024-05-16	470.4458923339844	473.2300109863281	477.69000244140625	472.75	475.0	16608200
2024-05-17	469.1336975097656	471.9100036621094	472.79998779296875	468.4200134277344	470.8299865722656	10807300
2024-05-20	466.0817565917969	468.8399963378906	473.20001220703125	467.0400085449219	469.95001220703125	11745100
2024-05-21	461.8964538574219	464.6300048828125	470.70001220703125	462.2699890136719	467.1199951171875	11742200
2024-05-22	465.0279541015625	467.7799987792969	473.7200012207031	465.6499938964844	467.8699951171875	10078600
2024-05-23	463.03973388671875	465.7799987792969	474.3599853515625	461.5400085449219	472.8800048828125	11747900
2024-05-24	475.4065246582031	478.2200012207031	479.8500061035156	466.29998779296875	467.6199951171875	12024300
2024-05-28	477.09649658203125	479.9200134277344	480.8599853515625	474.8399963378906	476.5799865722656	10175800
2024-05-29	471.5691833496094	474.3599853515625	479.8500061035156	473.70001220703125	474.6600036621094	9226200
2024-05-30	464.30224609375	467.04998779296875	471.7300109863281	464.7099914550781	471.6700134277344	10719600
2024-05-31	464.0835266113281	466.8299865722656	469.1199951171875	454.4599914550781	465.79998779296875	16919800
2024-06-03	474.6808166503906	477.489990234375	479.6000061035156	468.239990234375	470.8599853515625	11279400
2024-06-04	474.1837463378906	476.989990234375	478.8900146484375	473.2300109863281	477.0	7088700
2024-06-05	492.1474609375	495.05999755859375	496.6499938964844	483.9100036621094	484.45001220703125	15690500
2024-06-06	490.8551025390625	493.760009765625	502.82000732421875	490.8900146484375	492.9800109863281	10667300
2024-06-07	490.059814453125	492.9599914550781	498.9100036621094	490.1700134277344	495.9100036621094	9380700
2024-06-10	499.6430969238281	502.6000061035156	502.6600036621094	493.4100036621094	493.8599853515625	11220900
2024-06-11	504.4844665527344	507.4700012207031	507.6000061035156	498.2699890136719	500.1600036621094	9673700
2024-06-12	505.8463439941406	508.8399963378906	514.010009765625	504.4700012207031	513.989990234375	11983200
2024-06-13	501.1342468261719	504.1000061035156	509.3599853515625	501.3599853515625	505.7099914550781	9954600
2024-06-14	501.6915588378906	504.1600036621094	507.1499938964844	500.75	502.6499938964844	10243300
2024-06-17	504.1494445800781	506.6300048828125	510.75	496.010009765625	501.6700134277344	11266600
2024-06-18	497.0444030761719	499.489990234375	506.0	495.0199890136719	504.55999755859375	13060400
2024-06-20	499.2436218261719	501.70001220703125	503.6700134277344	496.7699890136719	502.0	11801200
2024-06-21	492.3574523925781	494.7799987792969	503.45001220703125	492.3900146484375	503.45001220703125	22359200
2024-06-24	496.46728515625	498.9100036621094	507.79998779296875	494.2900085449219	499.20001220703125	13525300
2024-06-25	508.1000061035156	510.6000061035156	510.7099914550781	495.5	497.04998779296875	12063200
2024-06-26	510.6076354980469	513.1199951171875	513.8099975585938	504.67999267578125	506.6499938964844	8882300
2024-06-27	517.01611328125	519.5599975585938	522.8800048828125	513.9000244140625	514.25	10121200
2024-06-28	501.7512512207031	504.2200012207031	521.8800048828125	503.8399963378906	517.1500244140625	15855100
2024-07-01	502.2089538574219	504.67999267578125	506.5799865722656	493.1700134277344	504.95001220703125	10328200
2024-07-02	507.0054016113281	509.5	510.5	499.45001220703125	500.760009765625	7739500
2024-07-03	507.463134765625	509.9599914550781	511.2799987792969	506.0199890136719	506.3699951171875	6005600
2024-07-05	537.2664794921875	539.9099731445312	540.8699951171875	511.6000061035156	511.6000061035156	21354100
