source_name,SOPRALENE 250 FR GR
source_url,https://www.soprema.ca/en/products-systems/sopralene-250-fr-gr

2 Products,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”).,Length,Width,Thickness,Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid,Format
SOPRALENE 250 FR GR Product code: 01900 BTA,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). 3.639 kg CO2 eq / M2 Individual EPD EPD 972,Length 8 m (26.25 ft),Width 1 m (3.28 ft),Thickness 4 mm (157.48 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight 38 kg (83.78 lbs),Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour Brown,Compressive strength (in kPa),Temperature grade,Fire resistant Fr,Units per skid 30,Format
SOPRALENE 250 FR GR Product code: 01930 GR9,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). 3.639 kg CO2 eq / M2 Individual EPD EPD 972,Length 8 m (26.25 ft),Width 1 m (3.28 ft),Thickness 4 mm (157.48 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight 38 kg (83.78 lbs),Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour Grey,Compressive strength (in kPa),Temperature grade,Fire resistant Fr,Units per skid 30,Format
