source_name,SOPRAROCK MD PLUS
source_url,https://www.soprema.ca/en/products-systems/soprarock-md-plus

1 Product,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”).,Length,Width,Thickness,Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid,Format
SOPRAROCK MD PLUS Product code: 22078,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). Data unavailable,Length 1.2 m (3.94 ft),Width 1.2 m (3.94 ft),Thickness 26.4 mm (1039.37 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid 42,Format
