source_name,ELASTOPHENE SANDED
source_url,https://www.soprema.ca/en/products-systems/elastophene-sanded

1 Product,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”).,Length,Width,Thickness,Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid,Format
ELASTOPHENE SANDED Product code: 00200,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). 3.229 kg CO2 eq / M2 Individual EPD EPD 972,Length 15 m (49.21 ft),Width 1 m (3.28 ft),Thickness 2.2 mm (86.61 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight 41 kg (90.39 lbs),Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid 30,Format
