source_name,COLVENT BASE 830
source_url,https://www.soprema.ca/en/products-systems/colvent-base-830

1 Product,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”).,Length,Width,Thickness,Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid,Format
COLVENT 830 Product code: 00361,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). 3.909 kg CO2 eq / M2 Individual EPD EPD 969,Length 12 m (39.37 ft),Width 1 m (3.28 ft),Thickness 2.5 mm (98.43 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight 35.26 kg (77.73 lbs),Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid 25,Format
