source_name,LASTOBOND 195
source_url,https://www.soprema.ca/en/products-systems/lastobond-195

1 Product,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”).,Length,Width,Thickness,Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight,Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid,Format
LASTOBOND 195 Product code: 00903,Carbon Footprint Greenhouse gas (GHG) emissions [kg CO₂ eq.] for modules A1-A2-A3. The carbon impact corresponds to the potential impact on global warming published in the corresponding Environmental Product Declaration (“EPD”). 1.048 kg CO2 eq / M2 Calcul SOPREMA 00903//PF0025,Length 19.8 m (64.96 ft),Width 0.91 m (2.99 ft),Thickness 1.6 mm (62.99 Mils),Size,Diameter,Sales Reference of Packaging unit,Volume,Qty per packaging,Weight 33 kg (72.75 lbs),Unit sales quantity - Area,Area density,tapered insulation thickness,Version,Thickness-height,System quality,Finish,Colour,Compressive strength (in kPa),Temperature grade,Fire resistant,Units per skid 25,Format
