Date,Open,High,Low,Close,Volume
2024-02-26,32.39498731760298,33.06450360200973,32.318473151466044,32.66279602050781,7350800
2024-02-27,32.901916200945664,33.08364057934637,32.71062526924589,33.01668930053711,4822100
2024-02-28,32.71062225421187,33.05494516982,32.67236334168414,32.96886444091797,3604700
2024-02-29,33.11232513222937,33.322745472326496,32.729747007635744,32.77756881713867,5300800
2024-03-01,32.74887635726391,32.86364942942089,32.175003699338625,32.4810676574707,6373300
2024-03-04,32.4428142221462,32.90191388534312,31.964588750839294,32.624542236328125,6115600
2024-03-05,32.39377192622418,33.153377462652216,32.316851843052135,33.0860710144043,4151700
2024-03-06,33.17261189860985,33.64376075395613,33.05722992772113,33.23030471801758,5647100
2024-03-07,33.27837728924387,33.55722038982038,33.18222259873832,33.48991394042969,4066700
2024-03-08,33.55721625033667,33.701442766414196,32.74953528935431,32.941837310791016,5874400
2024-03-11,33.009154015815966,33.009154015815966,32.19185558969062,32.48031234741211,5322100
2024-03-12,29.566890022981696,29.59573642957232,27.422689983417435,27.65345573425293,41071100
2024-03-13,27.624608219197953,27.86498942925146,27.057308416754626,27.191923141479492,19863300
2024-03-14,27.143847230888674,27.1630781688585,26.69193119237689,27.028465270996094,10585800
2024-03-15,26.941926535270312,27.278460597041224,26.884233724249178,27.25922966003418,11567600
2024-03-18,27.163077762010698,27.230384209933785,26.8169282195912,26.93231201171875,6885000
2024-03-19,26.941924680696957,27.143844003482332,26.836156368401966,27.086153030395508,6300400
2024-03-20,27.182312058060344,27.788071998172796,27.047697311619388,27.73038101196289,7483700
2024-03-21,27.653458102120585,27.8169174188709,27.201542030617162,27.576536178588867,9416200
2024-03-22,27.6053796930607,27.614995162378147,27.34576935734271,27.355384826660156,4534300
2024-03-25,27.32653900899378,27.62461122842026,27.163079694992813,27.413076400756836,5693600
2024-03-26,27.624610825948324,27.691917277680474,27.297692202709374,27.316923141479492,5471400
2024-03-27,27.480382354272024,28.172679641837206,27.41307590278193,28.143835067749023,9338600
2024-03-28,28.095756269986193,28.374599364859414,27.999605249373655,28.066911697387695,10002800
2024-04-01,28.18229418244011,28.278447038812924,27.980374834624072,28.057296752929688,7055700
2024-04-02,27.711144801801723,27.826528586241235,26.961156621815515,27.23999786376953,10511900
2024-04-03,27.14384768903791,27.19192503477395,26.89385099310015,26.9515438079834,7846800
2024-04-04,27.07654056788064,27.682302271398473,26.82654387813903,26.893850326538086,9651200
2024-04-05,26.768854158630383,27.33615401321486,26.730392281184468,27.249616622924805,6639200
2024-04-08,27.403459164863563,27.749608709603738,27.1726934130245,27.547687530517578,6855900
2024-04-09,27.557304522065436,27.941914129714966,27.268847774819108,27.93229866027832,7798900
2024-04-10,27.76883836535963,28.02845052907458,26.701546971136853,26.884235382080078,10963500
2024-04-11,26.778469571071156,27.52845784003978,26.691932180965047,27.422691345214844,6407100
2024-04-12,26.95154324535031,27.095771611621128,26.355397008410915,26.480396270751953,11545800
2024-04-15,26.788085079945816,27.10538823281541,26.58616389141248,26.76885414123535,7041500
2024-04-16,26.81692795752624,27.05730917430998,26.403471971224096,26.97077178955078,7169700
2024-04-17,27.336153445705413,27.913068757674377,27.316922507381697,27.672687530517578,7970500
2024-04-18,27.884220719753053,28.374598614555318,27.778452399120276,27.941911697387695,7554600
2024-04-19,28.038064648735386,28.51882707664095,27.989989139530078,28.24959945678711,6911100
2024-04-22,28.355371991990772,28.816903551222122,28.249603655263982,28.586137771606445,6526100
2024-04-23,28.182294458159763,28.67267237989183,27.932297762729892,28.326522827148438,7002700
2024-04-24,28.307292722843087,28.451521086736598,27.836145756010602,28.172677993774414,9632800
2024-04-25,25.845789690751698,26.422705024010774,24.99964854687813,26.211170196533203,36945300
2024-04-26,26.105400806194982,26.441934889766472,25.70156027270184,25.990018844604492,16106000
2024-04-29,25.461175853864827,25.9034782084035,25.31694750297984,25.80732536315918,15687800
2024-04-30,25.43233541355773,25.547717379415296,24.932342004272872,24.941957473754883,13924400
2024-05-01,24.99003018233338,25.191951350865512,24.5861896792322,24.682342529296875,12615200
2024-05-02,24.999644385281247,25.441944905641684,24.730416785520777,25.393869400024414,14758900
2024-05-03,25.413102747378563,25.663099435029835,24.951571247389982,25.143875122070312,10950400
2024-05-06,25.24002890377468,26.518856961540735,25.21118249622932,26.365013122558594,10802900
2024-05-07,26.105400470999655,26.27847524512631,25.836174674769914,25.961172103881836,7958800
2024-05-08,25.845788258545202,26.240015151031308,25.82655915454064,26.134246826171875,6458600
2024-05-09,26.05732341424064,26.316935560030558,25.845786776650446,26.230398178100586,7637000
2024-05-10,26.27847514156675,26.422703508116186,26.07655579519018,26.307321548461914,6445900
2024-05-13,26.355394523122815,27.249612877226397,26.345779055083064,26.90346336364746,9547200
2024-05-14,27.19192728242755,27.27846467794229,26.884237746173277,27.047697067260742,7181600
2024-05-15,27.24961653681017,27.24961653681017,26.480397329955295,26.701547622680664,8913000
2024-05-16,26.75923501097724,27.07653812043693,26.74000407489774,26.90346336364746,6076000
2024-05-17,27.086156232629392,27.182309088450324,26.701546643308845,26.788084030151367,6887500
2024-05-20,26.768854026365528,27.13423269048012,26.59577924664058,27.11500358581543,6545200
2024-05-21,26.951543139991422,27.08615603678953,26.72077738806759,26.893850326538086,6507900
2024-05-22,26.941926737816992,27.211152522087254,26.624623610667673,26.80731201171875,6317800
2024-05-23,26.740008304667704,26.788085652471388,25.518873013866887,25.6246395111084,11289200
2024-05-24,25.71117251791486,25.845785400879116,25.34579390674203,25.80732536315918,7250500
2024-05-28,25.66309880928075,25.913095490836298,25.384255721943102,25.4996395111084,8239200
2024-05-29,24.26888744875487,24.68234343543767,23.65351212009013,24.528499603271484,15761900
2024-05-30,24.711190287947993,25.153490854922197,24.441962659813793,25.10541534423828,10579400
2024-05-31,25.31694750297984,25.941938246123435,25.057335371009074,25.80732536315918,8230300
2024-06-03,26.21116826341076,27.211153177874227,25.961171576304103,26.624624252319336,10037000
2024-06-04,26.528471207091773,27.1534620033743,26.528471207091773,26.730390548706055,7389100
2024-06-05,26.75923984684647,27.393846180450467,26.461167619599337,27.364999771118164,8974400
2024-06-06,27.384225070502957,27.6149907957419,26.711158830380104,26.778465270996094,10698900
2024-06-07,26.701544855736763,26.855388681165692,26.384241736544215,26.682313919067383,7158900
2024-06-10,28.461134369654523,29.182277967700013,28.22075317030603,28.557287216186523,34733100
2024-06-11,28.364983580481752,28.46113643398788,26.932311748526217,26.97077178955078,12599400
2024-06-12,27.172695099092756,27.663073039914945,26.99962031598336,27.34576988220215,9499700
2024-06-13,27.288076733324317,27.634226295333384,26.759238754888923,27.316923141479492,7345800
