Price	Adj Close	Close	High	Low	Open	Volume
Ticker	NEE	NEE	NEE	NEE	NEE	NEE
Date						
2024-02-20	53.34421157836914	56.61000061035156	57.31999969482422	56.04999923706055	56.7400016784668	13014600
2024-02-21	53.805938720703125	57.099998474121094	57.34000015258789	56.63999938964844	57.02000045776367	9322100
2024-02-22	53.40074157714844	56.66999816894531	57.08000183105469	56.31999969482422	56.790000915527344	10426000
2024-02-23	53.504398345947266	56.779998779296875	57.459999084472656	56.5099983215332	56.79999923706055	10563900
2024-02-26	52.4441032409668	55.150001525878906	55.93000030517578	54.86000061035156	55.900001525878906	12753800
2024-02-27	52.83399200439453	55.560001373291016	55.9900016784668	54.790000915527344	55.439998626708984	12421800
2024-02-28	52.339500427246094	55.040000915527344	55.720001220703125	54.709999084472656	55.349998474121094	13240400
2024-02-29	52.482139587402344	55.189998626708984	55.86000061035156	54.959999084472656	55.4900016784668	19993600
2024-03-01	52.501163482666016	55.209999084472656	55.619998931884766	54.279998779296875	55.2599983215332	15398200
2024-03-04	52.2729377746582	54.970001220703125	55.06999969482422	53.95000076293945	54.779998779296875	11674600
2024-03-05	52.681846618652344	55.400001525878906	56.5099983215332	54.95000076293945	55.0	16026100
2024-03-06	52.80546188354492	55.529998779296875	56.90999984741211	55.2599983215332	55.97999954223633	11074900
2024-03-07	53.49013900756836	56.25	56.470001220703125	55.529998779296875	56.08000183105469	10227300
2024-03-08	54.97359085083008	57.810001373291016	58.15999984741211	56.310001373291016	56.720001220703125	12735600
2024-03-11	55.0306510925293	57.869998931884766	58.13999938964844	56.88999938964844	57.56999969482422	9681500
2024-03-12	54.345977783203125	57.150001525878906	58.0	56.54999923706055	57.66999816894531	9634400
2024-03-13	56.618717193603516	59.540000915527344	60.369998931884766	58.95000076293945	59.0	17495300
2024-03-14	56.618717193603516	59.540000915527344	60.2400016784668	59.11000061035156	59.20000076293945	16996100
2024-03-15	57.13221740722656	60.08000183105469	60.130001068115234	58.880001068115234	59.20000076293945	32424500
2024-03-18	57.21780014038086	60.16999816894531	61.13999938964844	59.439998626708984	60.08000183105469	17073700
2024-03-19	58.26383972167969	61.27000045776367	61.38999938964844	60.2599983215332	60.38999938964844	11433900
2024-03-20	59.1482048034668	62.20000076293945	62.40999984741211	61.36000061035156	61.45000076293945	14564500
2024-03-21	58.349422454833984	61.36000061035156	63.38999938964844	61.290000915527344	62.20000076293945	18090300
2024-03-22	58.748809814453125	61.779998779296875	62.4900016784668	61.720001220703125	62.220001220703125	10046300
2024-03-25	59.5380859375	62.61000061035156	62.63999938964844	61.40999984741211	62.0	11423500
2024-03-26	58.415985107421875	61.43000030517578	62.90999984741211	61.29999923706055	62.619998931884766	13829600
2024-03-27	60.66019058227539	63.790000915527344	63.86000061035156	62.02000045776367	62.15999984741211	13409000
2024-03-28	60.77429962158203	63.90999984741211	64.26000213623047	63.38999938964844	63.66999816894531	12830800
2024-04-01	60.27030563354492	63.380001068115234	64.05000305175781	62.7599983215332	63.90999984741211	13175200
2024-04-02	59.79484176635742	62.880001068115234	63.34000015258789	62.36000061035156	63.27000045776367	9905300
2024-04-03	59.48102951049805	62.54999923706055	62.9900016784668	61.86000061035156	62.689998626708984	10551400
2024-04-04	60.60313034057617	63.72999954223633	63.97999954223633	62.970001220703125	63.349998474121094	10690100
2024-04-05	61.03105163574219	64.18000030517578	64.36000061035156	62.900001525878906	63.04999923706055	10278100
2024-04-08	61.677696228027344	64.86000061035156	64.91999816894531	63.93000030517578	64.1500015258789	8054900
2024-04-09	62.17218017578125	65.37999725341797	65.86000061035156	64.79000091552734	65.1500015258789	9188000
2024-04-10	60.8693962097168	64.01000213623047	64.23999786376953	63.0	63.5	10783400
2024-04-11	60.802833557128906	63.939998626708984	64.79000091552734	63.31999969482422	64.62999725341797	12145600
2024-04-12	59.98502731323242	63.08000183105469	64.30999755859375	62.95000076293945	64.12000274658203	9039500
2024-04-15	59.67121124267578	62.75	64.33000183105469	62.29999923706055	63.529998779296875	11147100
2024-04-16	58.6727409362793	61.70000076293945	62.58000183105469	61.310001373291016	62.4900016784668	11594100
2024-04-17	60.66019058227539	63.790000915527344	63.91999816894531	61.91999816894531	62.2400016784668	15653700
