# Eli Lilly and Company (LLY) daily historical prices from Yahoo Finance
# Generated on: 2026-02-17T15:42:33
# Period: Last 2 years from today
Price	Close	High	Low	Open	Volume
Ticker	LLY	LLY	LLY	LLY	LLY
Date					
2024-09-13	913.829956	932.270535	912.237131	926.987686	2045400
2024-09-16	913.661743	922.634737	910.585022	921.170587	1760300
2024-09-17	896.487488	911.643632	892.648983	911.643632	2248000
2024-09-18	895.290405	905.707805	893.796607	896.616099	1777000
2024-09-19	905.252686	907.003773	894.192274	903.086107	2446500
2024-09-20	911.633728	929.807238	903.432420	912.128380	9921800
2024-09-23	908.695557	912.138315	899.722562	911.149011	2292000
2024-09-24	914.542236	915.778866	899.475157	912.256947	2767400
2024-09-25	914.670959	929.253292	911.337010	921.823609	1805100
2024-09-26	899.593872	911.989819	895.616851	910.416860	2693000
2024-09-27	868.401123	891.570666	866.244448	884.061822	4377300
2024-09-30	876.463928	877.937981	849.624108	855.273055	3244600
2024-10-01	875.019592	881.737005	869.469611	879.323101	2455200
2024-10-02	881.539185	883.794766	869.301498	870.587581	1751600
2024-10-03	876.078064	882.459086	871.458032	880.025377	1974700
2024-10-04	877.670959	879.461597	867.510848	876.434329	1970500
2024-10-07	888.790771	895.597188	880.055200	880.985148	2915700
2024-10-08	903.946899	912.108658	892.579805	893.341589	2200000
2024-10-09	909.902527	911.495292	902.245323	906.489416	1820100
2024-10-10	900.949280	912.138306	895.468557	910.159698	1682100
2024-10-11	922.090637	922.268705	901.433966	906.241969	2293900
2024-10-14	919.567932	926.977809	916.095466	925.988505	1550400
2024-10-15	903.551086	916.609911	898.090109	914.552141	2284200
2024-10-16	906.617981	907.993128	888.236756	900.296374	1645400
2024-10-17	907.310425	920.557219	906.241960	911.148929	2191200
2024-10-18	908.151367	911.069826	895.933487	907.369839	2286900
2024-10-21	896.437988	909.031808	894.884774	908.161216	1592200
2024-10-22	899.425720	901.374620	890.571438	892.035588	1391800
2024-10-23	893.588867	898.238608	882.192065	895.933513	2646600
2024-10-24	881.786438	890.373589	878.778976	888.721469	1797100
2024-10-25	883.151733	891.323394	879.936495	890.106509	2228300
2024-10-28	886.010803	888.602775	881.252253	885.298473	2084100
2024-10-29	893.915283	898.268184	888.602726	888.602726	3187500
2024-10-30	837.772278	851.296046	760.774735	789.959201	18257200
2024-10-31	820.865112	844.370986	816.413244	827.562720	6582800
2024-11-01	810.170654	824.090168	807.994174	819.143648	5266300
2024-11-04	797.517578	811.417288	795.083868	796.389757	3918100
2024-11-05	797.438477	800.554809	788.960133	795.232348	3733300
2024-11-06	768.075806	811.951412	759.399591	808.587815	8257900
2024-11-07	788.920471	793.965897	769.866467	776.257392	4557600
2024-11-08	822.645813	838.207606	792.689720	794.905751	7212900
2024-11-11	823.536255	834.972607	815.809793	822.408434	3342800
2024-11-12	810.101379	825.069552	802.048431	821.320112	3378600
2024-11-13	803.126831	820.241777	802.612374	811.545817	3059300
2024-11-14	777.820496	800.534938	775.129618	800.534938	3998800
2024-11-15	739.441284	770.933404	737.459399	768.168697	7334600
2024-11-18	720.613403	727.351800	704.956524	726.549139	9148100
2024-11-19	723.120422	723.387996	705.967211	709.821991	5832500
2024-11-20	746.585876	750.510030	728.798509	729.125476	5158900
2024-11-21	743.127502	746.179622	728.342659	739.361933	4143200
2024-11-22	741.234924	754.384751	738.331470	750.193023	4015500
2024-11-25	748.161560	748.161560	733.307342	743.206848	5690500
2024-11-26	782.170715	799.690571	766.939934	778.088037	6622600
2024-11-27	781.050964	787.630837	773.232414	780.981591	2714700
2024-11-29	788.146057	793.080992	782.180625	784.162510	2206900
2024-12-02	792.555725	798.055443	788.017192	790.881030	2895600
2024-12-03	805.963257	809.728826	794.349380	795.657431	2782100
2024-12-04	822.323730	838.793190	813.068301	820.599440	3871100
2024-12-05	818.141907	823.602009	810.055843	820.282376	2423400
2024-12-06	819.222046	833.382592	818.211265	820.183231	3047100
2024-12-09	796.301575	816.239333	794.022419	816.239333	3176000
2024-12-10	792.337708	806.627079	789.781059	801.939941	2695200
2024-12-11	788.820007	792.258549	779.247469	788.047043	3510900
2024-12-12	775.263794	794.577313	771.339701	789.513551	2823800
2024-12-13	781.972473	787.056013	765.988567	770.091083	3059400
2024-12-16	771.944153	792.535966	768.228119	784.826404	3426200
2024-12-17	771.567627	780.862672	765.433691	770.814501	3924800
2024-12-18	757.783569	771.944114	755.593565	767.980345	3354200
2024-12-19	750.678467	765.968700	745.585069	758.169989	4032600
2024-12-20	760.806030	804.001180	759.666422	804.001180	9942300
2024-12-23	789.067688	792.119747	766.067892	778.058271	3622300
2024-12-24	788.463196	790.524373	779.970811	784.202155	1165400
2024-12-26	786.947083	796.628550	784.330980	786.927244	1274200
2024-12-27	776.076416	786.114668	772.162181	782.844570	2096500
2024-12-30	766.830994	772.697356	764.016690	770.873996	1719100
2024-12-31	765.007629	766.900303	757.377360	764.016687	2327000
2025-01-02	771.022583	779.871692	764.779658	773.519777	1938900
2025-01-03	774.897156	778.722240	768.505625	771.121667	1799100
2025-01-06	758.169983	777.661863	756.435834	776.621325	3991100
2025-01-07	766.285828	776.859227	754.721547	757.971867	3576100
2025-01-08	780.089661	785.381320	763.689576	766.820988	3478400
2025-01-10	792.654846	792.753916	777.751034	784.757004	3973100
2025-01-13	790.256714	798.045567	776.512348	787.204655	3683800
2025-01-14	738.162903	777.126767	722.397035	777.126767	10373000
2025-01-15	739.976379	747.765173	728.610298	742.215919	5736900
2025-01-16	750.738037	758.576426	739.639529	740.729542	3070300
2025-01-17	719.146729	748.439046	718.443198	741.056512	5560100
2025-01-21	735.626099	736.547728	719.949442	724.646500	5122800
2025-01-22	747.150757	753.482894	732.355994	738.826877	3737800
2025-01-23	759.656433	759.656433	737.508894	740.887981	3127200
2025-01-24	778.296082	782.140943	753.601813	755.048610	4170600
2025-01-27	800.849915	801.920149	771.656790	771.656790	3915200
2025-01-28	797.698792	808.757744	792.862987	799.928412	2808800
2025-01-29	796.797058	801.791387	791.763053	799.680674	1827600
2025-01-30	815.773560	817.150984	797.708697	801.087785	2643000
2025-01-31	803.733643	819.856236	803.684108	815.545660	2561600
2025-02-03	803.089478	810.551303	794.488104	796.985299	2808800
2025-02-04	818.587830	821.530900	798.640153	803.703855	4299700
2025-02-05	834.551880	839.229160	823.532605	827.585586	4578900
2025-02-06	862.486511	879.699175	828.041345	831.915963	7138500
2025-02-07	870.354675	881.304577	861.743383	868.590829	4426100
2025-02-10	861.010132	872.029408	851.586259	869.779949	3065600
2025-02-11	857.165161	866.271924	852.705920	859.176803	1944200
2025-02-12	865.062988	869.829479	848.355713	849.168293	2533400
2025-02-13	863.963135	875.497720	859.939911	869.125967	2472900
2025-02-14	838.064941	867.080092	835.305344	862.712406	3222300
2025-02-18	850.899841	856.389166	845.102737	850.125545	4289400
2025-02-19	860.677490	874.852567	850.880036	850.880036	3205500
2025-02-20	866.702881	873.849976	857.649914	860.469068	2990300
2025-02-21	867.258728	887.826474	867.010565	874.147724	3940400
2025-02-24	874.921997	886.545893	863.625632	872.827459	3017100
2025-02-25	895.172058	905.297104	884.193348	884.193348	5111300
2025-02-26	908.284973	915.650422	890.010247	891.767257	3032800
2025-02-27	898.507263	918.697796	897.415372	908.989647	3085400
2025-02-28	913.863647	914.449277	886.049567	895.211770	4071100
2025-03-03	922.886780	928.753377	903.311746	906.091154	3979800
2025-03-04	904.364014	922.330961	896.154776	915.461837	3343500
2025-03-05	922.886780	923.651140	895.013204	898.149952	3109500
2025-03-06	906.051453	924.534595	891.677896	913.655127	3273100
2025-03-07	863.188843	901.326449	855.059035	898.735647	4818100
2025-03-10	823.661560	856.845854	819.710831	847.634030	5962900
2025-03-11	818.003357	826.232406	805.674658	821.120293	3796500
2025-03-12	815.819519	828.515555	807.282751	808.960332	3014800
2025-03-13	795.758179	815.075116	789.534242	812.226214	3566300
2025-03-14	807.501099	809.218425	794.120193	797.207320	3102300
2025-03-17	818.698303	822.907131	808.583194	810.945706	2546600
2025-03-18	816.464844	830.143534	806.647517	827.294632	2354900
2025-03-19	830.858215	835.940580	813.476899	815.680554	3790500
2025-03-20	836.377319	848.110452	826.341640	832.863359	4402700
2025-03-21	831.414124	844.179592	819.254157	831.642414	5963800
2025-03-24	858.543274	860.498766	831.602730	839.107164	3102400
2025-03-25	846.085449	868.489574	841.688016	863.159046	2670600
2025-03-26	820.683533	845.152325	820.326193	839.474395	2562100
2025-03-27	815.630981	820.693534	809.297867	816.772554	2128200
2025-03-28	816.464844	823.681431	811.422163	813.973282	2124700
2025-03-31	819.839783	821.924385	783.598171	803.034220	3737000
2025-04-01	799.311707	814.628292	791.142215	812.583435	2987700
2025-04-02	812.206299	813.824324	789.196672	789.196672	2683800
2025-04-03	783.290466	812.772132	781.275357	804.553019	2675100
2025-04-04	732.784363	762.623427	729.300151	756.508667	5299400
2025-04-07	718.410828	742.502471	672.113661	692.800460	6274400
2025-04-08	720.902405	757.888568	708.037695	749.431167	4115200
2025-04-09	748.170471	749.282235	683.936049	699.222888	6619000
2025-04-10	715.611511	736.496913	686.685727	733.469341	4182700
2025-04-11	727.026978	730.431821	706.747139	717.576988	3603400
2025-04-14	748.805725	753.977455	729.121513	744.934425	3461200
2025-04-15	751.614990	759.685242	745.966807	750.016838	2458100
2025-04-16	729.498718	750.741398	724.972235	750.086275	3302600
2025-04-17	833.786560	851.693949	815.799742	834.620352	10853400
2025-04-21	812.007812	837.707483	801.068787	835.325158	3326600
2025-04-22	821.457764	825.885006	808.017301	815.839390	3086500
2025-04-23	823.323975	839.792069	812.623236	830.808596	2714600
2025-04-24	853.411255	855.912753	823.115608	829.855682	2939500
2025-04-25	878.038879	879.071274	844.814903	853.341735	3398900
2025-04-28	870.842163	875.765730	858.056822	864.042533	3457600
2025-04-29	878.694031	885.910557	867.606144	871.249154	2454400
2025-04-30	892.343018	895.866914	875.636696	881.672027	4374100
2025-05-01	788.263550	844.675881	786.248501	837.796822	12601100
2025-05-02	817.566650	825.418548	801.654497	819.055626	6059400
2025-05-05	815.422546	823.542419	806.061861	810.995304	2889600
2025-05-06	769.423096	812.404842	764.688134	810.886118	5982000
2025-05-07	771.011292	778.575342	766.584110	774.763539	3807800
2025-05-08	745.927124	764.320904	733.648044	759.377524	6162000
2025-05-09	729.171143	756.409469	727.612674	746.482966	4072600
2025-05-12	750.016785	759.705061	716.872177	722.520360	9176100
2025-05-13	740.576721	753.917944	735.404991	749.996963	4523900
2025-05-14	710.300842	753.917899	708.782119	743.733297	7558500
2025-05-15	727.900574	733.250974	706.975547	720.366391	5212900
2025-05-16	753.364502	754.836616	734.077545	736.066915	4645100
2025-05-19	751.096558	754.687356	743.586698	748.997787	4062700
2025-05-20	743.039612	759.441957	739.050915	751.981820	3873500
2025-05-21	721.096863	746.530964	720.122030	743.079376	4060000
2025-05-22	711.398743	718.351581	707.768118	713.288608	4249900
2025-05-23	709.916687	715.815162	705.231699	706.226384	2635700
2025-05-27	721.365417	727.423076	710.533344	713.219006	3792700
2025-05-28	715.566467	726.110104	710.941158	721.365437	2948800
2025-05-29	718.729553	723.464264	713.149385	715.407279	2785500
2025-05-30	733.749268	741.935566	713.298546	721.146626	6106200
2025-06-02	743.149048	743.397719	726.816337	728.606758	2946900
2025-06-03	746.789673	752.976585	737.519201	742.283720	3056500
2025-06-04	761.769653	768.513587	751.981925	752.369867	3135900
2025-06-05	761.610413	765.907459	749.047536	765.410117	3636400
2025-06-06	765.788086	768.493600	761.132967	764.395503	2069900
2025-06-09	769.597717	775.148016	763.510250	767.847062	2262200
2025-06-10	802.899780	804.332129	772.870238	772.959786	4744400
2025-06-11	804.312195	816.357815	800.751266	805.346706	3125400
2025-06-12	807.714050	814.209311	802.064186	806.023074	2271100
2025-06-13	815.005127	820.615165	803.804964	806.033109	2754600
2025-06-16	803.287781	820.615178	801.477447	817.312816	2821800
2025-06-17	787.034607	800.880606	784.746843	800.880606	2875600
2025-06-18	780.857605	786.427817	775.297289	785.751438	2442900
2025-06-20	758.676025	781.822363	751.544151	781.822363	6210600
2025-06-23	766.544067	788.994115	759.770265	766.434667	3951500
2025-06-24	773.944519	780.270701	758.964565	768.782101	2788500
2025-06-25	788.088928	794.703608	769.488306	774.859630	3023100
2025-06-26	790.893921	794.554354	784.060440	789.730156	3118200
2025-06-27	771.328552	798.234771	770.522860	791.570369	4115100
2025-06-30	775.386841	780.827739	769.886204	774.402052	3041500
2025-07-01	771.776184	785.801220	768.891573	775.386896	2734000
2025-07-02	775.138123	775.695144	763.918047	772.372869	1978300
2025-07-03	776.520752	779.385450	768.891535	776.311907	1450800
2025-07-07	768.762146	776.998166	757.979795	776.530633	2576900
2025-07-08	773.526733	788.476879	764.713839	770.731671	3301800
2025-07-09	782.737488	789.779874	777.833698	779.634076	2703100
2025-07-10	786.447754	795.240736	782.250151	785.472921	3130400
2025-07-11	788.795105	791.500619	773.069139	782.170469	2852500
2025-07-14	795.091553	796.623346	783.175185	785.801168	2401400
2025-07-15	767.648193	801.139222	760.317369	797.409153	4174100
2025-07-16	785.602173	791.808997	768.055916	769.388820	3255400
2025-07-17	757.452637	785.801160	755.980522	782.608199	4107300
2025-07-18	767.608398	771.835810	756.457958	759.800085	3357700
2025-07-21	758.128967	767.896781	756.457904	764.087120	3058000
2025-07-22	772.313232	774.153375	758.447321	759.282883	2496600
2025-07-23	794.643921	795.837555	772.949843	775.854307	2683600
2025-07-24	801.149109	805.834097	793.410491	797.100734	2786400
2025-07-25	808.370544	810.857257	798.105388	804.700154	2976900
2025-07-28	803.814880	815.860501	798.234712	808.330789	2587700
2025-07-29	758.894958	775.347027	751.166236	770.383558	7100700
2025-07-30	756.040161	773.964343	754.378994	769.886159	4338700
2025-07-31	736.136536	762.376331	731.531139	743.328089	5810300
2025-08-01	758.278259	763.918106	742.025079	742.850685	4859500
2025-08-04	764.912720	770.363574	748.570053	755.930686	3353400
2025-08-05	761.879028	765.847812	755.483211	761.501043	3615200
2025-08-06	742.403076	758.944693	736.255930	752.538919	4752100
2025-08-07	637.453796	674.684848	629.834536	672.068821	26101600
2025-08-08	622.324707	652.692409	620.464651	651.518688	14125100
2025-08-11	631.843811	650.961689	622.573400	626.074650	11294200
2025-08-12	636.031433	642.745557	626.054774	636.101068	6897400
2025-08-13	656.979492	658.232805	641.074489	646.943154	6310000
2025-08-14	680.792236	681.836643	651.618109	658.481459	8395900
2025-08-15	699.034973	704.577567	683.653280	692.027010	8224600
2025-08-18	695.864868	705.534516	691.329123	692.844385	4997300
2025-08-19	701.008850	712.034228	696.363403	704.398171	5941000
2025-08-20	703.231812	703.590670	683.005346	699.324099	4139400
2025-08-21	707.598083	716.151243	702.992550	702.992550	3617300
2025-08-22	709.452209	717.207885	707.209253	712.801677	3222700
2025-08-25	693.153503	711.266611	692.056910	708.774436	2898100
2025-08-26	733.726074	733.875568	710.867797	713.997983	7695600
2025-08-27	731.871826	744.252992	729.260032	734.653132	4326200
2025-08-28	729.668823	736.278075	724.066420	733.496769	3117000
2025-08-29	730.286865	735.111681	726.219620	730.027669	2551200
2025-09-02	732.888611	734.832519	721.374778	725.711137	3222500
2025-09-03	735.520386	735.520386	726.737966	729.728575	2222500
2025-09-04	740.584473	744.661697	733.028244	734.015135	2423400
2025-09-05	724.933655	742.368897	720.308165	742.368897	3958200
2025-09-08	736.327881	740.375170	716.968627	727.425841	4534600
2025-09-09	748.260376	750.483437	731.572786	731.881814	2986900
2025-09-10	752.257812	753.434111	740.165778	745.748285	2477400
2025-09-11	753.912720	758.747514	748.021185	750.124566	2197500
2025-09-12	753.025452	759.215974	745.658570	757.790457	2198300
2025-09-15	745.848022	753.972536	739.787037	750.712752	2790900
2025-09-16	762.316284	767.968519	742.209378	743.076649	3881300
2025-09-17	757.750610	774.527945	753.972496	759.106339	3471200
2025-09-18	760.541809	770.121713	756.634097	758.996673	3464000
2025-09-19	749.636108	762.605394	746.854864	762.605394	7349500
2025-09-22	752.586853	759.654626	743.934031	746.216841	2527400
2025-09-23	744.641785	750.642960	740.843713	748.220574	2910100
2025-09-24	739.527832	744.601926	733.855640	743.654888	2243000
2025-09-25	712.353210	737.683645	709.821122	735.360921	5136400
2025-09-26	722.271973	726.718034	714.835363	721.853304	3559700
2025-09-29	724.235840	725.581590	713.838496	723.278823	3309200
2025-09-30	760.611572	763.951061	723.039551	724.684411	6234300
2025-10-01	822.836182	830.691520	760.910640	760.910640	10124500
2025-10-02	817.283630	831.847943	810.265689	811.810825	4291800
2025-10-03	837.241028	845.475182	813.545413	822.357769	5088500
2025-10-06	842.404724	853.888682	836.034712	837.320713	3651400
2025-10-07	840.989197	845.883800	833.961278	842.354903	2610800
2025-10-08	843.072632	853.320482	842.344936	847.339263	2180900
2025-10-09	852.672485	857.557171	843.052729	849.023969	3071700
2025-10-10	830.880981	861.644368	827.511557	855.314269	3431000
2025-10-13	816.835144	832.705294	814.791512	830.073543	2167500
2025-10-14	809.807129	819.516692	803.477030	819.516692	1928400
2025-10-15	823.982666	827.591330	806.048988	809.956701	2355800
2025-10-16	816.815125	832.087176	812.817667	822.487316	2272900
2025-10-17	800.316956	801.921901	781.396326	786.490377	3983000
2025-10-20	806.427795	806.876338	797.266560	803.078267	2279700
2025-10-21	797.067139	810.445113	796.209845	804.404085	2099500
2025-10-22	809.886902	813.385924	791.335170	795.900851	2930600
2025-10-23	818.469910	822.118487	803.496968	803.875783	2632900
2025-10-24	822.866089	831.538867	809.956614	812.658153	2211200
2025-10-27	823.823059	823.833038	808.939802	822.417500	2114800
2025-10-28	817.532837	826.863584	811.501787	823.414393	2493500
2025-10-29	810.983459	827.690945	807.095643	824.720293	3591200
2025-10-30	841.856506	850.329899	809.707457	834.878418	6037200
2025-10-31	860.158997	867.186916	831.578759	836.533172	5015000
2025-11-03	893.723694	898.518635	859.919806	863.817600	5401500
2025-11-04	904.021301	912.355118	880.874015	888.619651	5911500
2025-11-05	922.911987	952.469200	905.018163	908.148349	7272900
2025-11-06	934.505554	946.926573	913.391861	925.095102	6417400
2025-11-07	921.476501	929.082623	898.079997	928.255204	4373400
2025-11-10	963.614197	978.916123	935.472522	936.798376	5696600
2025-11-11	985.525391	996.819942	962.268402	963.524467	4166400
2025-11-12	1014.594116	1019.219546	987.000708	990.011274	5185200
2025-11-13	1019.668152	1029.716555	1006.928188	1006.928188	4153600
2025-11-14	1023.571655	1031.897725	1006.110747	1007.318753	3862300
2025-11-17	1019.997620	1030.420227	996.636585	1002.047537	4720000
2025-11-18	1028.333740	1038.985883	1012.320428	1012.320428	3430500
2025-11-19	1047.851074	1053.831084	1024.540006	1027.924372	3571200
2025-11-20	1041.551636	1055.238752	1036.519995	1043.757914	3135700
2025-11-21	1057.934204	1064.872697	1036.270411	1039.265412	4266700
