Price	Adj Close	Close	High	Low	Open	Volume
Ticker	KO	KO	KO	KO	KO	KO
Date						
2024-02-20	57.21309280395508	60.70000076293945	60.84000015258789	59.5099983215332	59.599998474121094	18339300
2024-02-21	57.72207260131836	61.2400016784668	61.279998779296875	60.83000183105469	60.9900016784668	14373000
2024-02-22	57.63724136352539	61.150001525878906	61.25	60.5	60.9900016784668	12982800
2024-02-23	57.68437194824219	61.20000076293945	61.619998931884766	61.0	61.09000015258789	13612900
2024-02-26	57.22251510620117	60.709999084472656	61.27000045776367	60.65999984741211	61.2400016784668	10336100
2024-02-27	56.87377166748047	60.34000015258789	60.779998779296875	60.119998931884766	60.540000915527344	9931100
2024-02-28	56.930328369140625	60.400001525878906	60.4900016784668	60.060001373291016	60.369998931884766	8076500
2024-02-29	56.5721549987793	60.02000045776367	60.63999938964844	59.900001525878906	60.349998474121094	18152700
2024-03-01	56.11030197143555	59.529998779296875	59.900001525878906	59.34000015258789	59.900001525878906	10927600
2024-03-04	56.37421417236328	59.810001373291016	59.95000076293945	59.220001220703125	59.22999954223633	10150200
2024-03-05	56.10087585449219	59.52000045776367	60.11000061035156	59.41999816894531	59.90999984741211	12310000
2024-03-06	56.129146575927734	59.54999923706055	60.0	59.380001068115234	59.52000045776367	12378800
2024-03-07	56.02546691894531	59.439998626708984	59.77000045776367	59.2400016784668	59.689998626708984	13686900
2024-03-08	56.10087585449219	59.52000045776367	59.790000915527344	58.970001220703125	59.29999923706055	13239000
2024-03-11	56.779518127441406	60.2400016784668	60.290000915527344	59.58000183105469	59.779998779296875	14114300
2024-03-12	57.02458190917969	60.5	60.75	60.209999084472656	60.31999969482422	12684600
2024-03-13	57.60896301269531	61.119998931884766	61.209999084472656	60.79999923706055	60.880001068115234	13909500
2024-03-14	57.4807014465332	60.5	60.79999923706055	60.400001525878906	60.58000183105469	13996600
2024-03-15	56.89164352416992	59.880001068115234	60.45000076293945	59.63999938964844	60.02000045776367	36849900
2024-03-18	57.12916564941406	60.130001068115234	60.400001525878906	59.79999923706055	59.88999938964844	15856700
2024-03-19	57.22417449951172	60.22999954223633	60.349998474121094	60.060001373291016	60.2400016784668	15030600
2024-03-20	57.71822738647461	60.75	60.810001373291016	60.15999984741211	60.18000030517578	15258800
2024-03-21	57.45220184326172	60.470001220703125	60.9900016784668	60.31999969482422	60.560001373291016	13067100
2024-03-22	57.4712028503418	60.4900016784668	60.790000915527344	60.43000030517578	60.52000045776367	11502800
2024-03-25	57.38569641113281	60.400001525878906	60.709999084472656	60.119998931884766	60.47999954223633	13144700
2024-03-26	57.51871109008789	60.540000915527344	60.709999084472656	60.380001068115234	60.5	13277400
2024-03-27	57.984256744384766	61.029998779296875	61.43000030517578	60.70000076293945	60.790000915527344	12551200
2024-03-28	58.126766204833984	61.18000030517578	61.2599983215332	61.0	61.13999938964844	13683500
2024-04-01	57.6517219543457	60.68000030517578	61.29999923706055	60.630001068115234	61.18000030517578	11668700
2024-04-02	57.148170471191406	60.150001525878906	60.72999954223633	60.11000061035156	60.45000076293945	13017300
2024-04-03	56.84414291381836	59.83000183105469	60.38999938964844	59.779998779296875	60.04999923706055	13672900
2024-04-04	56.3405876159668	59.29999923706055	60.150001525878906	59.16999816894531	60.09000015258789	14320700
2024-04-05	56.54010772705078	59.5099983215332	59.68000030517578	58.90999984741211	59.25	10157800
2024-04-08	56.31209182739258	59.27000045776367	59.470001220703125	59.06999969482422	59.400001525878906	10284500
2024-04-09	56.73963165283203	59.720001220703125	59.7400016784668	59.130001068115234	59.47999954223633	10779100
2024-04-10	55.97955322265625	58.91999816894531	59.38999938964844	58.689998626708984	59.31999969482422	11861900
2024-04-11	56.10306167602539	59.04999923706055	59.369998931884766	58.790000915527344	59.150001525878906	11109000
2024-04-12	55.371490478515625	58.279998779296875	59.0099983215332	58.130001068115234	58.95000076293945	12250900
2024-04-15	55.23847961425781	58.13999938964844	58.810001373291016	58.040000915527344	58.61000061035156	12425000
2024-04-16	55.162471771240234	58.060001373291016	58.380001068115234	57.93000030517578	58.25	11236800
2024-04-17	55.59001159667969	58.5099983215332	58.560001373291016	58.099998474121094	58.279998779296875	13805100
2024-04-18	55.970054626464844	58.90999984741211	58.97999954223633	58.540000915527344	58.619998931884766	11125900
2024-04-19	57.167171478271484	60.16999816894531	60.36000061035156	59.0	59.099998474121094	21207900
2024-04-22	57.52820587158203	60.54999923706055	60.630001068115234	59.720001220703125	60.13999938964844	15624500
2024-04-23	57.61371612548828	60.63999938964844	60.68000030517578	60.130001068115234	60.529998779296875	13689100
2024-04-24	58.47829818725586	61.54999923706055	61.650001525878906	59.84000015258789	60.31999969482422	19548300
2024-04-25	58.6588249206543	61.7400016784668	62.59000015258789	61.369998931884766	61.869998931884766	19048500
2024-04-26	58.6588249206543	61.7400016784668	61.93000030517578	61.349998474121094	61.54999923706055	10994300
2024-04-29	58.943843841552734	62.040000915527344	62.04999923706055	61.529998779296875	61.91999816894531	13409300
2024-04-30	58.687320709228516	61.77000045776367	62.83000183105469	61.470001220703125	62.13999938964844	19349200
2024-05-01	58.83934020996094	61.93000030517578	62.56999969482422	61.209999084472656	61.79999923706055	16729800
2024-05-02	58.89634704589844	61.9900016784668	62.400001525878906	61.720001220703125	62.18000030517578	10991300
2024-05-03	59.06736373901367	62.16999816894531	62.33000183105469	61.63999938964844	61.9900016784668	11628700
2024-05-06	59.238372802734375	62.349998474121094	62.380001068115234	61.900001525878906	62.29999923706055	9310700
2024-05-07	59.49489974975586	62.619998931884766	62.81999969482422	62.25	62.7599983215332	9807000
2024-05-08	59.71342086791992	62.849998474121094	62.970001220703125	62.47999954223633	62.849998474121094	10484400
2024-05-09	59.7419319152832	62.880001068115234	63.150001525878906	62.75	62.810001373291016	9113700
2024-05-10	60.102962493896484	63.2599983215332	63.36000061035156	62.790000915527344	62.91999816894531	8371700
2024-05-13	60.40699768066406	63.58000183105469	63.619998931884766	63.18000030517578	63.2400016784668	10137600
2024-05-14	59.950950622558594	63.099998474121094	63.7599983215332	62.79999923706055	63.58000183105469	10852200
2024-05-15	59.97945022583008	63.130001068115234	63.38999938964844	63.0	63.060001373291016	9838900
2024-05-16	60.15997314453125	63.31999969482422	63.72999954223633	63.06999969482422	63.2400016784668	10228000
2024-05-17	59.88444137573242	63.029998779296875	63.369998931884766	62.939998626708984	63.34000015258789	11539000
2024-05-20	59.44739532470703	62.56999969482422	63.0099983215332	62.459999084472656	62.93000030517578	11000900
2024-05-21	59.77043151855469	62.90999984741211	62.97999954223633	62.439998626708984	62.81999969482422	9796200
2024-05-22	59.85593795776367	63.0	63.02000045776367	62.65999984741211	62.709999084472656	7419400
2024-05-23	58.99135208129883	62.09000015258789	62.880001068115234	62.04999923706055	62.4900016784668	9834300
2024-05-24	58.90584945678711	62.0	62.41999816894531	61.970001220703125	62.220001220703125	8203100
2024-05-28	58.734825134277344	61.81999969482422	62.130001068115234	61.400001525878906	61.790000915527344	12347000
2024-05-29	58.62081527709961	61.70000076293945	61.880001068115234	61.06999969482422	61.470001220703125	11861800
2024-05-30	58.877342224121094	61.970001220703125	62.08000183105469	61.599998474121094	61.849998474121094	9433800
2024-05-31	59.7894287109375	62.93000030517578	63.029998779296875	61.689998626708984	61.9900016784668	19816600
2024-06-03	59.7894287109375	62.93000030517578	63.09000015258789	62.45000076293945	62.709999084472656	9369000
2024-06-04	60.7490234375	63.939998626708984	63.970001220703125	62.939998626708984	63.20000076293945	11895600
2024-06-05	60.73002243041992	63.91999816894531	64.06999969482422	63.349998474121094	63.9900016784668	9632500
2024-06-06	60.94854736328125	64.1500015258789	64.36000061035156	63.84000015258789	63.91999816894531	8658500
2024-06-07	60.72052764892578	63.90999984741211	64.22000122070312	63.810001373291016	64.08999633789062	9523100
2024-06-10	60.416500091552734	63.59000015258789	63.9900016784668	63.369998931884766	63.939998626708984	15685300
2024-06-11	60.37849044799805	63.54999923706055	63.650001525878906	63.06999969482422	63.59000015258789	8396000
2024-06-12	59.7419319152832	62.880001068115234	63.689998626708984	62.689998626708984	63.689998626708984	9569600
2024-06-13	59.846439361572266	62.9900016784668	63.040000915527344	62.45000076293945	62.86000061035156	9668900
2024-06-14	59.889522552490234	62.54999923706055	62.689998626708984	62.09000015258789	62.380001068115234	8179200
2024-06-17	59.956546783447266	62.619998931884766	62.900001525878906	62.18000030517578	62.369998931884766	10532700
2024-06-18	59.96612548828125	62.630001068115234	62.81999969482422	62.439998626708984	62.529998779296875	10651700
2024-06-20	59.53525924682617	62.18000030517578	62.7400016784668	61.95000076293945	62.400001525878906	13306300
2024-06-21	60.100162506103516	62.77000045776367	63.099998474121094	62.18000030517578	62.18000030517578	28278100
2024-06-24	61.24912643432617	63.970001220703125	64.05999755859375	62.90999984741211	62.9900016784668	13212500
2024-06-25	61.124656677246094	63.84000015258789	64.06999969482422	63.5099983215332	63.939998626708984	10235300
2024-06-26	61.325721740722656	64.05000305175781	64.11000061035156	63.22999954223633	63.400001525878906	9402500
2024-06-27	61.19167709350586	63.90999984741211	64.2699966430664	63.619998931884766	64.05000305175781	8494100
